#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  76100      1.99e-01    1.84e-01      1.40e-03    1.85e-03      5.20e-02    4.77e-02    1.3e-05
  76200      1.80e-01    1.60e-01      3.37e-04    1.15e-03      4.74e-02    4.20e-02    1.3e-05
  76300      1.74e-01    2.03e-01      4.04e-04    8.38e-04      4.59e-02    5.35e-02    1.3e-05
  76400      2.13e-01    1.83e-01      3.12e-04    1.41e-04      5.63e-02    4.83e-02    1.3e-05
  76500      1.91e-01    1.99e-01      4.92e-04    3.64e-04      5.05e-02    5.26e-02    1.3e-05
  76600      1.90e-01    1.80e-01      2.10e-03    2.39e-03      4.92e-02    4.59e-02    1.3e-05
  76700      1.66e-01    1.96e-01      1.64e-04    9.70e-04      4.37e-02    5.17e-02    1.3e-05
  76800      1.64e-01    1.75e-01      1.33e-04    1.36e-04      4.34e-02    4.62e-02    1.3e-05
  76900      1.86e-01    1.84e-01      1.31e-06    3.33e-04      4.91e-02    4.87e-02    1.3e-05
  77000      1.74e-01    1.86e-01      2.63e-04    3.14e-04      4.58e-02    4.91e-02    1.3e-05
  77100      2.02e-01    1.63e-01      5.88e-04    9.29e-04      5.32e-02    4.27e-02    1.3e-05
  77200      2.06e-01    1.91e-01      5.00e-04    4.62e-04      5.43e-02    5.04e-02    1.3e-05
  77300      1.74e-01    1.83e-01      7.18e-04    5.65e-05      4.58e-02    4.85e-02    1.3e-05
  77400      1.85e-01    1.80e-01      3.02e-05    5.52e-04      4.89e-02    4.75e-02    1.3e-05
  77500      1.57e-01    1.79e-01      2.97e-04    4.60e-04      4.14e-02    4.73e-02    1.3e-05
  77600      1.94e-01    1.72e-01      1.30e-03    1.02e-03      5.08e-02    4.52e-02    1.3e-05
  77700      1.71e-01    1.78e-01      1.33e-03    1.06e-04      4.47e-02    4.71e-02    1.3e-05
  77800      1.87e-01    1.86e-01      5.41e-04    3.93e-04      4.93e-02    4.91e-02    1.3e-05
  77900      1.83e-01    1.82e-01      2.44e-04    2.67e-04      4.83e-02    4.81e-02    1.3e-05
  78000      1.83e-01    1.88e-01      5.49e-04    2.43e-04      4.84e-02    4.97e-02    1.3e-05
  78100      1.83e-01    1.90e-01      2.50e-03    2.72e-03      4.65e-02    4.81e-02    1.3e-05
  78200      1.84e-01    1.79e-01      9.62e-05    9.56e-04      4.85e-02    4.72e-02    1.3e-05
  78300      1.81e-01    1.83e-01      1.68e-03    1.20e-03      4.71e-02    4.81e-02    1.3e-05
  78400      1.66e-01    2.03e-01      6.77e-04    8.37e-04      4.39e-02    5.33e-02    1.3e-05
  78500      1.92e-01    1.69e-01      5.33e-04    5.59e-04      5.05e-02    4.47e-02    1.3e-05
  78600      1.74e-01    1.68e-01      1.44e-04    2.62e-04      4.60e-02    4.45e-02    1.3e-05
  78700      1.78e-01    1.84e-01      1.45e-03    2.30e-03      4.66e-02    4.72e-02    1.3e-05
  78800      1.90e-01    2.03e-01      1.77e-03    1.36e-03      4.95e-02    5.33e-02    1.3e-05
  78900      1.88e-01    1.93e-01      2.80e-03    7.83e-04      4.77e-02    5.09e-02    1.3e-05
  79000      1.93e-01    1.83e-01      1.21e-03    1.10e-03      5.06e-02    4.80e-02    1.3e-05
  79100      2.11e-01    2.40e-01      4.93e-03    3.27e-03      4.95e-02    6.10e-02    1.3e-05
  79200      2.21e-01    1.79e-01      1.92e-03    1.72e-03      5.75e-02    4.64e-02    1.3e-05
  79300      1.84e-01    1.46e-01      4.88e-04    2.91e-04      4.86e-02    3.86e-02    1.3e-05
  79400      1.84e-01    1.80e-01      5.71e-04    5.88e-04      4.85e-02    4.75e-02    1.3e-05
  79500      1.61e-01    1.84e-01      2.77e-03    2.09e-03      4.00e-02    4.73e-02    1.3e-05
  79600      1.73e-01    1.81e-01      1.16e-03    1.05e-03      4.52e-02    4.75e-02    1.3e-05
  79700      1.89e-01    1.97e-01      5.32e-04    1.17e-04      4.97e-02    5.19e-02    1.3e-05
  79800      1.86e-01    1.96e-01      1.17e-03    1.61e-04      4.89e-02    5.18e-02    1.3e-05
  79900      1.75e-01    1.82e-01      5.01e-04    1.10e-03      4.61e-02    4.77e-02    1.3e-05
  80000      1.54e-01    1.50e-01      8.27e-04    1.15e-03      4.61e-02    4.48e-02    1.0e-05
  80100      1.75e-01    1.53e-01      7.63e-04    1.93e-04      5.26e-02    4.62e-02    1.0e-05
  80200      1.64e-01    1.89e-01      1.85e-03    1.23e-03      4.83e-02    5.64e-02    1.0e-05
  80300      1.37e-01    1.85e-01      1.67e-04    7.40e-05      4.14e-02    5.58e-02    1.0e-05
  80400      1.70e-01    1.67e-01      1.22e-03    8.17e-05      5.09e-02    5.03e-02    1.0e-05
  80500      1.59e-01    1.50e-01      8.20e-04    2.04e-04      4.79e-02    4.51e-02    1.0e-05
  80600      1.58e-01    1.40e-01      2.59e-04    1.05e-03      4.75e-02    4.18e-02    1.0e-05
  80700      1.70e-01    1.75e-01      2.13e-04    1.15e-03      5.11e-02    5.23e-02    1.0e-05
  80800      1.59e-01    1.19e-01      1.24e-03    2.56e-04      4.75e-02    3.60e-02    1.0e-05
  80900      1.57e-01    1.82e-01      1.21e-03    2.02e-04      4.67e-02    5.50e-02    1.0e-05
  81000      1.87e-01    1.46e-01      4.09e-03    2.53e-03      5.09e-02    4.14e-02    1.0e-05
  81100      1.74e-01    1.70e-01      5.16e-04    1.33e-03      5.23e-02    5.06e-02    1.0e-05
  81200      1.59e-01    1.42e-01      8.37e-04    1.61e-04      4.76e-02    4.29e-02    1.0e-05
  81300      1.57e-01    1.67e-01      1.40e-03    5.11e-04      4.66e-02    5.03e-02    1.0e-05
  81400      1.48e-01    1.90e-01      2.63e-04    5.67e-04      4.45e-02    5.73e-02    1.0e-05
  81500      1.75e-01    1.49e-01      2.71e-03    1.47e-03      5.04e-02    4.42e-02    1.0e-05
  81600      1.44e-01    1.57e-01      8.93e-04    6.44e-04      4.30e-02    4.71e-02    1.0e-05
  81700      1.50e-01    1.92e-01      5.32e-04    1.18e-04      4.51e-02    5.80e-02    1.0e-05
  81800      1.78e-01    1.72e-01      9.57e-04    9.20e-04      5.35e-02    5.17e-02    1.0e-05
  81900      1.77e-01    1.23e-01      4.66e-04    1.04e-03      5.33e-02    3.66e-02    1.0e-05
  82000      1.84e-01    1.53e-01      1.18e-03    1.80e-04      5.50e-02    4.62e-02    1.0e-05
  82100      1.60e-01    1.64e-01      2.18e-04    1.37e-03      4.83e-02    4.88e-02    1.0e-05
  82200      1.60e-01    1.59e-01      2.07e-04    5.97e-04      4.82e-02    4.78e-02    1.0e-05
  82300      1.54e-01    1.59e-01      1.15e-03    1.73e-03      4.60e-02    4.68e-02    1.0e-05
  82400      1.66e-01    1.19e-01      7.54e-04    9.43e-04      4.98e-02    3.53e-02    1.0e-05
  82500      1.63e-01    1.60e-01      2.89e-03    2.70e-03      4.63e-02    4.56e-02    1.0e-05
  82600      1.41e-01    1.98e-01      2.66e-03    1.62e-03      3.96e-02    5.88e-02    1.0e-05
  82700      1.79e-01    1.75e-01      1.46e-03    3.88e-04      5.35e-02    5.27e-02    1.0e-05
  82800      1.55e-01    1.41e-01      3.34e-05    3.34e-04      4.67e-02    4.24e-02    1.0e-05
  82900      1.96e-01    1.62e-01      8.88e-05    8.89e-04      5.91e-02    4.85e-02    1.0e-05
  83000      1.42e-01    1.61e-01      2.52e-03    1.67e-03      4.03e-02    4.75e-02    1.0e-05
  83100      1.61e-01    1.51e-01      7.93e-04    5.33e-04      4.83e-02    4.55e-02    1.0e-05
  83200      1.56e-01    1.88e-01      5.16e-04    6.20e-04      4.70e-02    5.65e-02    1.0e-05
  83300      1.47e-01    1.64e-01      8.92e-04    9.20e-04      4.41e-02    4.93e-02    1.0e-05
  83400      1.73e-01    1.71e-01      2.16e-03    9.96e-04      5.06e-02    5.12e-02    1.0e-05
  83500      1.45e-01    1.58e-01      3.37e-04    3.10e-04      4.36e-02    4.77e-02    1.0e-05
  83600      1.77e-01    1.65e-01      2.48e-03    2.07e-04      5.14e-02    4.97e-02    1.0e-05
  83700      1.74e-01    1.78e-01      7.82e-04    4.26e-04      5.24e-02    5.35e-02    1.0e-05
  83800      1.25e-01    1.42e-01      8.17e-05    2.02e-04      3.78e-02    4.28e-02    1.0e-05
  83900      1.57e-01    1.71e-01      4.19e-04    8.00e-04      4.73e-02    5.13e-02    1.0e-05
  84000      1.62e-01    1.57e-01      1.39e-04    1.16e-03      4.89e-02    4.70e-02    1.0e-05
  84100      1.73e-01    1.68e-01      2.13e-03    2.16e-03      5.08e-02    4.91e-02    1.0e-05
  84200      1.62e-01    1.61e-01      6.35e-05    2.81e-05      4.90e-02    4.86e-02    1.0e-05
  84300      1.59e-01    1.79e-01      1.01e-03    1.28e-03      4.76e-02    5.36e-02    1.0e-05
  84400      1.88e-01    1.74e-01      3.47e-04    1.08e-03      5.67e-02    5.21e-02    1.0e-05
  84500      1.67e-01    1.63e-01      1.17e-03    3.12e-04      5.00e-02    4.93e-02    1.0e-05
  84600      2.35e-01    1.68e-01      1.02e-04    1.47e-04      7.10e-02    5.06e-02    1.0e-05
  84700      1.65e-01    1.66e-01      1.44e-03    2.67e-04      4.91e-02    5.02e-02    1.0e-05
  84800      1.76e-01    1.54e-01      1.88e-03    1.24e-03      5.20e-02    4.60e-02    1.0e-05
  84900      1.54e-01    1.73e-01      1.30e-03    6.97e-04      4.58e-02    5.21e-02    1.0e-05
  85000      1.25e-01    1.56e-01      1.10e-03    1.45e-03      4.23e-02    5.26e-02    7.5e-06
  85100      1.50e-01    1.44e-01      1.82e-03    1.82e-03      5.01e-02    4.80e-02    7.5e-06
  85200      1.53e-01    1.52e-01      1.26e-03    1.06e-03      5.17e-02    5.17e-02    7.5e-06
  85300      1.37e-01    1.33e-01      5.08e-04    4.46e-04      4.68e-02    4.57e-02    7.5e-06
  85400      1.39e-01    1.41e-01      8.70e-04    4.61e-04      4.72e-02    4.82e-02    7.5e-06
  85500      1.30e-01    1.30e-01      3.78e-04    6.87e-04      4.47e-02    4.44e-02    7.5e-06
  85600      1.48e-01    1.50e-01      1.21e-03    1.26e-03      5.02e-02    5.06e-02    7.5e-06
  85700      1.56e-01    1.44e-01      6.38e-04    1.01e-03      5.33e-02    4.90e-02    7.5e-06
  85800      1.38e-01    1.33e-01      1.21e-03    7.77e-04      4.65e-02    4.52e-02    7.5e-06
  85900      1.37e-01    1.40e-01      2.78e-05    1.64e-03      4.72e-02    4.67e-02    7.5e-06
  86000      1.37e-01    1.36e-01      1.45e-03    4.02e-04      4.61e-02    4.65e-02    7.5e-06
  86100      1.41e-01    1.59e-01      3.17e-04    8.29e-04      4.83e-02    5.44e-02    7.5e-06
  86200      1.39e-01    1.33e-01      1.46e-03    1.04e-03      4.68e-02    4.50e-02    7.5e-06
  86300      1.37e-01    1.44e-01      6.58e-04    6.20e-04      4.68e-02    4.93e-02    7.5e-06
  86400      1.50e-01    1.40e-01      2.58e-03    1.58e-03      4.84e-02    4.69e-02    7.5e-06
  86500      1.58e-01    1.25e-01      1.63e-03    5.68e-04      5.30e-02    4.26e-02    7.5e-06
  86600      1.42e-01    1.50e-01      1.51e-03    2.12e-04      4.78e-02    5.14e-02    7.5e-06
  86700      1.61e-01    1.34e-01      1.24e-03    1.48e-03      5.47e-02    4.49e-02    7.5e-06
  86800      1.59e-01    1.53e-01      2.76e-03    2.18e-03      5.12e-02    5.06e-02    7.5e-06
  86900      1.47e-01    1.50e-01      2.59e-03    1.62e-03      4.72e-02    5.03e-02    7.5e-06
  87000      1.93e-01    1.35e-01      5.50e-04    2.78e-04      6.61e-02    4.65e-02    7.5e-06
  87100      1.43e-01    1.53e-01      2.42e-04    1.38e-03      4.91e-02    5.17e-02    7.5e-06
  87200      1.26e-01    1.64e-01      3.62e-04    9.22e-04      4.33e-02    5.58e-02    7.5e-06
  87300      1.60e-01    1.08e-01      5.44e-05    8.27e-04      5.48e-02    3.68e-02    7.5e-06
  87400      1.38e-01    1.50e-01      3.13e-03    2.18e-03      4.26e-02    4.93e-02    7.5e-06
  87500      1.71e-01    1.55e-01      1.80e-04    4.49e-04      5.86e-02    5.30e-02    7.5e-06
  87600      1.45e-01    1.47e-01      9.65e-04    1.05e-03      4.94e-02    4.99e-02    7.5e-06
  87700      1.36e-01    1.51e-01      6.18e-04    1.19e-03      4.66e-02    5.12e-02    7.5e-06
  87800      1.29e-01    1.39e-01      1.44e-03    1.59e-03      4.31e-02    4.65e-02    7.5e-06
  87900      1.48e-01    1.42e-01      2.54e-04    9.78e-04      5.06e-02    4.84e-02    7.5e-06
  88000      1.47e-01    1.43e-01      1.20e-03    5.80e-04      4.98e-02    4.90e-02    7.5e-06
  88100      1.46e-01    1.04e-01      6.83e-04    7.14e-05      5.00e-02    3.57e-02    7.5e-06
  88200      1.30e-01    1.47e-01      4.83e-04    1.01e-03      4.46e-02    5.00e-02    7.5e-06
  88300      1.43e-01    1.43e-01      1.03e-03    4.58e-04      4.86e-02    4.91e-02    7.5e-06
  88400      1.14e-01    1.49e-01      4.88e-04    6.65e-04      3.89e-02    5.11e-02    7.5e-06
  88500      1.50e-01    1.42e-01      7.48e-04    1.22e-03      5.13e-02    4.82e-02    7.5e-06
  88600      1.27e-01    1.55e-01      3.48e-04    8.38e-04      4.36e-02    5.30e-02    7.5e-06
  88700      1.39e-01    1.40e-01      7.43e-04    8.05e-04      4.74e-02    4.76e-02    7.5e-06
  88800      1.44e-01    1.62e-01      1.91e-03    2.65e-04      4.77e-02    5.57e-02    7.5e-06
  88900      1.64e-01    1.45e-01      8.70e-04    1.11e-03      5.58e-02    4.93e-02    7.5e-06
  89000      1.08e-01    1.52e-01      5.84e-04    1.88e-03      3.68e-02    5.06e-02    7.5e-06
  89100      1.33e-01    1.48e-01      2.34e-04    3.83e-04      4.55e-02    5.08e-02    7.5e-06
  89200      1.36e-01    1.51e-01      8.39e-04    3.05e-04      4.63e-02    5.16e-02    7.5e-06
  89300      1.36e-01    1.38e-01      2.81e-04    1.98e-04      4.65e-02    4.75e-02    7.5e-06
  89400      1.14e-01    1.39e-01      5.06e-04    9.70e-04      3.90e-02    4.71e-02    7.5e-06
  89500      1.46e-01    1.37e-01      6.36e-04    1.20e-03      4.99e-02    4.63e-02    7.5e-06
  89600      1.59e-01    1.46e-01      5.19e-04    1.46e-04      5.44e-02    5.02e-02    7.5e-06
  89700      1.44e-01    1.44e-01      3.36e-04    6.67e-04      4.93e-02    4.91e-02    7.5e-06
  89800      1.52e-01    1.19e-01      2.02e-03    2.11e-03      5.05e-02    3.85e-02    7.5e-06
  89900      1.35e-01    1.39e-01      1.02e-03    2.15e-04      4.59e-02    4.75e-02    7.5e-06
  90000      1.27e-01    1.22e-01      1.12e-03    3.18e-04      4.87e-02    4.75e-02    5.6e-06
  90100      1.32e-01    1.13e-01      2.21e-04    1.54e-04      5.11e-02    4.40e-02    5.6e-06
  90200      1.26e-01    1.46e-01      1.18e-03    1.84e-04      4.80e-02    5.68e-02    5.6e-06
  90300      1.19e-01    1.30e-01      3.84e-04    1.02e-03      4.63e-02    5.01e-02    5.6e-06
  90400      1.18e-01    1.41e-01      1.19e-03    8.36e-04      4.48e-02    5.46e-02    5.6e-06
  90500      1.25e-01    1.29e-01      7.57e-04    5.40e-04      4.84e-02    5.00e-02    5.6e-06
  90600      1.40e-01    1.27e-01      5.20e-04    4.60e-04      5.43e-02    4.94e-02    5.6e-06
  90700      1.43e-01    1.17e-01      1.07e-04    8.56e-04      5.55e-02    4.50e-02    5.6e-06
  90800      1.43e-01    1.01e-01      6.48e-04    3.42e-04      5.55e-02    3.90e-02    5.6e-06
  90900      1.24e-01    1.40e-01      5.80e-04    8.25e-04      4.81e-02    5.42e-02    5.6e-06
  91000      1.28e-01    1.33e-01      1.39e-03    8.51e-04      4.85e-02    5.14e-02    5.6e-06
  91100      1.67e-01    1.24e-01      6.06e-04    5.02e-05      6.49e-02    4.81e-02    5.6e-06
  91200      9.94e-02    1.41e-01      1.60e-04    1.31e-03      3.86e-02    5.39e-02    5.6e-06
  91300      1.12e-01    1.27e-01      3.86e-04    5.59e-04      4.36e-02    4.94e-02    5.6e-06
  91400      1.29e-01    1.22e-01      3.09e-03    1.87e-03      4.42e-02    4.54e-02    5.6e-06
  91500      1.22e-01    1.15e-01      6.97e-04    2.55e-04      4.72e-02    4.48e-02    5.6e-06
  91600      1.34e-01    1.25e-01      3.25e-05    2.40e-04      5.21e-02    4.85e-02    5.6e-06
  91700      1.24e-01    1.39e-01      4.23e-04    1.61e-04      4.81e-02    5.42e-02    5.6e-06
  91800      1.22e-01    1.25e-01      1.41e-04    4.32e-04      4.75e-02    4.84e-02    5.6e-06
  91900      9.23e-02    1.19e-01      4.04e-05    4.71e-05      3.59e-02    4.61e-02    5.6e-06
  92000      8.96e-02    1.23e-01      1.35e-03    2.06e-03      3.33e-02    4.51e-02    5.6e-06
  92100      1.30e-01    1.22e-01      1.31e-03    7.58e-04      4.95e-02    4.71e-02    5.6e-06
  92200      1.10e-01    1.31e-01      4.63e-04    1.73e-03      4.25e-02    4.93e-02    5.6e-06
  92300      1.33e-01    1.35e-01      2.04e-03    2.55e-03      4.92e-02    4.86e-02    5.6e-06
  92400      1.07e-01    1.20e-01      3.40e-04    7.18e-05      4.14e-02    4.68e-02    5.6e-06
  92500      1.10e-01    1.34e-01      5.67e-04    8.69e-06      4.26e-02    5.21e-02    5.6e-06
  92600      1.36e-01    1.23e-01      7.69e-05    2.30e-04      5.30e-02    4.79e-02    5.6e-06
  92700      1.42e-01    1.24e-01      4.30e-04    1.99e-04      5.51e-02    4.82e-02    5.6e-06
  92800      1.24e-01    1.25e-01      9.74e-04    1.70e-03      4.77e-02    4.69e-02    5.6e-06
  92900      1.24e-01    1.29e-01      4.24e-04    4.72e-04      4.79e-02    5.02e-02    5.6e-06
  93000      1.22e-01    1.18e-01      2.05e-03    9.38e-04      4.49e-02    4.54e-02    5.6e-06
  93100      1.02e-01    1.30e-01      7.89e-04    7.85e-04      3.91e-02    5.02e-02    5.6e-06
  93200      1.24e-01    1.29e-01      2.26e-04    7.17e-04      4.81e-02    4.99e-02    5.6e-06
  93300      1.38e-01    1.21e-01      4.45e-04    1.20e-03      5.36e-02    4.61e-02    5.6e-06
  93400      1.27e-01    1.10e-01      5.33e-04    1.01e-03      4.93e-02    4.19e-02    5.6e-06
  93500      1.30e-01    1.24e-01      2.51e-04    3.18e-04      5.05e-02    4.81e-02    5.6e-06
  93600      1.13e-01    1.18e-01      2.96e-04    4.17e-04      4.37e-02    4.58e-02    5.6e-06
  93700      1.20e-01    1.28e-01      1.61e-04    1.37e-03      4.66e-02    4.85e-02    5.6e-06
  93800      1.27e-01    1.27e-01      1.12e-03    8.55e-04      4.88e-02    4.89e-02    5.6e-06
  93900      1.14e-01    1.21e-01      1.61e-03    3.21e-04      4.28e-02    4.70e-02    5.6e-06
  94000      1.32e-01    1.26e-01      9.84e-04    5.74e-04      5.08e-02    4.89e-02    5.6e-06
  94100      1.18e-01    1.16e-01      5.48e-04    9.34e-04      4.58e-02    4.44e-02    5.6e-06
  94200      1.34e-01    1.25e-01      6.05e-04    1.50e-03      5.19e-02    4.74e-02    5.6e-06
  94300      1.26e-01    1.29e-01      2.49e-04    1.68e-04      4.87e-02    5.01e-02    5.6e-06
  94400      1.10e-01    1.27e-01      3.09e-04    1.71e-04      4.28e-02    4.95e-02    5.6e-06
  94500      1.33e-01    1.44e-01      2.00e-03    2.76e-03      4.94e-02    5.20e-02    5.6e-06
  94600      1.25e-01    1.41e-01      5.18e-04    8.76e-04      4.86e-02    5.45e-02    5.6e-06
  94700      1.27e-01    1.26e-01      1.34e-03    1.28e-04      4.84e-02    4.89e-02    5.6e-06
  94800      1.17e-01    1.28e-01      8.89e-04    6.36e-04      4.48e-02    4.96e-02    5.6e-06
  94900      1.33e-01    1.22e-01      1.28e-03    2.50e-04      5.09e-02    4.74e-02    5.6e-06
  95000      1.25e-01    1.11e-01      1.63e-03    7.39e-04      5.28e-02    4.83e-02    4.2e-06
  95100      1.34e-01    1.12e-01      2.35e-03    2.09e-03      5.51e-02    4.55e-02    4.2e-06
  95200      1.12e-01    1.10e-01      1.63e-03    9.71e-04      4.71e-02    4.76e-02    4.2e-06
  95300      1.24e-01    1.18e-01      7.22e-04    1.59e-05      5.40e-02    5.17e-02    4.2e-06
  95400      1.30e-01    1.00e-01      2.14e-03    5.03e-04      5.39e-02    4.38e-02    4.2e-06
  95500      1.20e-01    1.09e-01      1.25e-03    4.28e-04      5.15e-02    4.78e-02    4.2e-06
  95600      1.14e-01    1.16e-01      6.42e-04    5.86e-04      4.95e-02    5.05e-02    4.2e-06
  95700      1.12e-01    1.19e-01      6.18e-04    2.51e-04      4.86e-02    5.22e-02    4.2e-06
  95800      1.09e-01    1.10e-01      4.51e-04    9.46e-04      4.74e-02    4.77e-02    4.2e-06
  95900      1.02e-01    1.12e-01      1.18e-03    1.07e-03      4.36e-02    4.84e-02    4.2e-06
  96000      1.04e-01    1.12e-01      1.74e-03    2.02e-03      4.32e-02    4.60e-02    4.2e-06
  96100      1.07e-01    1.17e-01      7.96e-04    3.16e-04      4.62e-02    5.10e-02    4.2e-06
